Sentence #,Word,Tag
10,දසුන්,OTHER
10,ශානක,OTHER
10,ලකුණු,OTHER
10,23,OTHER
10,බැගින්,OTHER
10,රැස්,OTHER
10,කළහ.,OTHER
11,දසුන්ගේ,PERSON
11,එම,OTHER
11,ලකුණු,OTHER
11,23ට,OTHER
11,6,OTHER
11,පහර,OTHER
11,02ක්,OTHER
11,ද,OTHER
11,අයත්විය.,OTHER
12,ඒ,OTHER
12,සමගම,OTHER
12,ඉන්දියාවට,LOCATION
12,එරෙහි,OTHER
12,මෙම,OTHER
12,තරගාවලිය,OTHER
12,තුළ,OTHER
12,ඔහු,OTHER
12,එල්ල,OTHER
12,කළ,OTHER
12,6,OTHER
12,පහර,OTHER
12,සංඛ්‍යාව,OTHER
12,9කි.,OTHER
13,කෙසේවෙතත්,OTHER
13,ශ්‍රී,OTHER
13,ලංකා,OTHER
13,කණ්ඩායමේ,OTHER
13,සියලු,OTHER
13,ක්‍රීඩකයින්,OTHER
13,පන්දුවාර,OTHER
13,16.4ක,OTHER
13,දී,OTHER
13,දැවී,OTHER
13,ගියේ,OTHER
13,ලකුණු,OTHER
13,පුවරුව,OTHER
13,ලකුණු,OTHER
13,137ක්,OTHER
13,ව,OTHER
13,තිබියදීය.,OTHER
14,තරගයේ,OTHER
14,වීරයා,OTHER
14,ලෙස,OTHER
14,සූර්යකුමාර්,OTHER
14,යාදව්,OTHER
14,ද,OTHER
14,තරගාවලියේ,OTHER
14,වීරයා,OTHER
14,ලෙස,OTHER
14,අක්සාර්,OTHER
14,පටෙල්,OTHER
14,ද,OTHER
14,නම්,OTHER
14,කෙරිණි.,OTHER
15,ඉන්දියාවට,LOCATION
15,එරෙහි,OTHER
15,වේගවත්ම,OTHER
15,ප්‍රහාරය,OTHER
15,දසුන්ගෙන්.,OTHER
16,තරගාවලිය,OTHER
16,පිළිබඳ,OTHER
16,අදහස්,OTHER
16,දක්වමින්,OTHER
16,ශ්‍රී,OTHER
16,ලංකා,OTHER
16,නායක,OTHER
16,දසුන්,OTHER
16,ශානක,OTHER
16,කියා,OTHER
16,සිටියේ,OTHER
16,“මෙහෙට,OTHER
16,එන්න,OTHER
16,කලින්,OTHER
16,මම,OTHER
16,ටොප්,OTHER
16,ෆෝම්,OTHER
16,එකේ,OTHER
16,සිටියේ,OTHER
16,නැහැ.,OTHER
16,මම,OTHER
16,ක්‍රීඩා,OTHER
16,කළ,OTHER
16,ආකාරය,OTHER
16,ගැන,OTHER
16,ගොඩක්,OTHER
16,සතුටුයි.,OTHER
16,කණ්ඩායමේ,OTHER
16,ක්‍රීඩකයින්,OTHER
16,තරගාවලියට,OTHER
16,ක්‍රීඩා,OTHER
16,කළ,OTHER
16,ආකාරය,OTHER
16,"බැලුහාම,",OTHER
16,ධනාත්මක,OTHER
16,කරුණු,OTHER
16,රාශියක්,OTHER
16,තිබුණා.,OTHER
16,ක්‍රීඩකයෝ,OTHER
16,ගොඩක්,OTHER
16,දියුණු,OTHER
16,වෙලා.,OTHER
16,ඔවුන්,OTHER
16,හොඳින්,OTHER
16,ක්‍රීඩා,OTHER
16,කරනවා,OTHER
16,දැකීම,OTHER
16,සතුටක්.”,OTHER
17,ඉන්දීය,LOCATION
17,කණ්ඩායමේ,OTHER
17,නායක,OTHER
17,හර්දික්,OTHER
17,පාණ්ඩ්‍යා,OTHER
17,පැවසුවේ,OTHER
17,“මගේ,OTHER
17,ආදර්ශ,OTHER
17,පාඨය,OTHER
17,මගේ,OTHER
17,ක්‍රීඩකයන්ට,OTHER
17,පිටුබලය,OTHER
17,දීමයි.,OTHER
17,මොවුන්,OTHER
17,T20,OTHER
17,තරගවල,OTHER
17,හොඳම,OTHER
17,ක්‍රිකට්,OTHER
17,ක්‍රීඩකයින්.,OTHER
17,ජාත්‍යන්තර,OTHER
17,ක්‍රිකට්වල,OTHER
17,ඒ,OTHER
17,ගැන,OTHER
17,සැක,OTHER
17,කිරීමට,OTHER
17,තැනක්,OTHER
17,නැහැ.,OTHER
17,අපි,OTHER
17,ක්‍රීඩා,OTHER
17,කරපු,OTHER
17,විදිහ,OTHER
17,ගැන,OTHER
17,මම,OTHER
17,ගොඩක්,OTHER
17,සතුටු,OTHER
17,වුණා.,OTHER
17,අපි,OTHER
17,තරග,OTHER
17,කරපු,OTHER
17,විදිහ,OTHER
17,දැක්කම,OTHER
17,හිතට,OTHER
17,සතුටක්,OTHER
17,දැනෙනවා.”,OTHER
18,තරගාවලියේ,OTHER
18,පළමු,OTHER
18,තරගයෙන්,OTHER
18,ඉන්දීය,LOCATION
18,කණ්ඩායම,OTHER
18,ලකුණු,OTHER
18,2ක,OTHER
18,තියුණු,OTHER
18,ජයක්,OTHER
18,ලැබූ,OTHER
18,අතර,OTHER
18,දෙවැනි,OTHER
18,20/20,OTHER
18,තරගයෙන්,OTHER
18,ශ්‍රී,OTHER
18,ලංකාව,OTHER
18,ලකුණු,OTHER
18,16ක,OTHER
18,ජයක්,OTHER
18,ලැබීය.,OTHER
19,ඒ,OTHER
19,අනුව,OTHER
19,ඉන්දීය,LOCATION
19,කණ්ඩායම,OTHER
19,20/20,OTHER
19,තරගාවලිය,OTHER
19,ජයගනු,OTHER
19,ලැබුවේ,OTHER
19,තරග,OTHER
19,2-,OTHER
19,1,OTHER
19,ක්,OTHER
19,ලෙසය.,OTHER
20,සංචාරක,OTHER
20,ශ්‍රී,OTHER
20,ලංකා,OTHER
20,කණ්ඩායම,OTHER
20,සහ,OTHER
20,ඉන්දීය,LOCATION
20,කණ්ඩායම,OTHER
20,අතර,OTHER
20,තරග,OTHER
20,තුනකින්,OTHER
20,සමන්විත,OTHER
20,එක්දින,OTHER
20,තරගාවලියේ,OTHER
20,පළමු,OTHER
20,තරගය,OTHER
20,බර්සපරාහි,OTHER
20,ඇසෑම්,OTHER
20,ක්‍රිකට්,OTHER
20,සංගම්,OTHER
20,ක්‍රීඩාංගනයේ,OTHER
20,දී,OTHER
20,ලබන,OTHER
20,10,OTHER
20,වැනිදා,OTHER
20,පැවැත්වීමට,OTHER
20,නියමිතය.,OTHER
21,සිය,OTHER
21,සොයුරු,OTHER
21,විලියම්,PERSON
21,කුමරු,OTHER
21,තමාට,OTHER
21,පහරදුන්නේයැ,OTHER
21,යි,OTHER
21,හැරී,PERSON
21,කුමරු,OTHER
21,ප්‍රකාශ,OTHER
21,කළබවට,OTHER
21,ගාඩියන්,OTHER
21,පුවත්පත,OTHER
21,වාර්තා,OTHER
21,කොට,OTHER
21,තිබේ.,OTHER
21,ගාඩියන්,OTHER
21,පුවත්පත,OTHER
21,පවසන්නේ,OTHER
21,සසෙක්ස්,LOCATION
21,ආදිපාද,OTHER
21,හැරී,PERSON
21,කුමරුගේ,OTHER
21,මතක,OTHER
21,සටහන්,OTHER
21,අඩංගු,OTHER
21,'ස්පෙයා',OTHER
21,හි,OTHER
21,(Spare),OTHER
21,නම්,OTHER
21,කෘතියේ,OTHER
21,පිටපතක්,OTHER
21,ඔවුන්,OTHER
21,දුටුබව,OTHER
21,යි.,OTHER
22,හැරීගේ,PERSON
22,බිරිඳ,OTHER
22,මෙගන්,PERSON
22,සම්බන්ධයෙන්,OTHER
22,සොහොයුරන්,OTHER
22,දෙදෙනා,OTHER
22,අතර,OTHER
22,ඇතිවූ,OTHER
22,ආරවුලක්,OTHER
22,කෘතියෙහි,OTHER
22,වන,OTHER
22,බව,OTHER
22,එහි,OTHER
22,වැඩි,OTHER
22,දුරටත්,OTHER
22,සඳහන්ය.,OTHER
23,"""ඔහු",OTHER
23,මගේ,OTHER
23,කමිස,OTHER
23,කොලරයෙන්,OTHER
23,"අල්ලගෙන,",OTHER
23,මාගේ,OTHER
23,බෙල්ලේ,OTHER
23,පළඳනාව,OTHER
23,"ඉරලා,",OTHER
23,මම,OTHER
23,බිම,OTHER
23,වැටෙන,OTHER
23,විදියට,OTHER
23,පහර,OTHER
23,දුන්නා,OTHER
23,"""",OTHER
23,"ගාඩියන්,",OTHER
23,හැරී,PERSON
23,කුමරුන්,OTHER
23,උපුටා,OTHER
23,දක්වා,OTHER
23,තිබේ.,OTHER
24,කෙසේ,OTHER
24,වෙතත්,OTHER
24,කෙන්සිංටන්,OTHER
24,මාළිගාව,OTHER
24,හා,OTHER
24,බකිංහැම්,OTHER
24,මාළිගාව,OTHER
24,මේ,OTHER
24,සම්බන්ධයෙන්,OTHER
24,අදහස්,OTHER
24,දැක්වීමෙන්,OTHER
24,වැළකී,OTHER
24,සිටියේය.,OTHER
25,'ඕනෑම,OTHER
25,මතභේදාත්මක,OTHER
25,ප්‍රකාශයකට,OTHER
25,ප්‍රතිචාරයක්,OTHER
25,නොදැක්වූ,OTHER
25,විට,OTHER
25,එය,OTHER
25,වේගයෙන්,OTHER
25,අතුරුදන්,OTHER
25,වනු,OTHER
25,ඇතැයි',OTHER
25,යන,OTHER
25,උපායමාර්ගය,OTHER
25,වත්මන්,OTHER
25,වේල්ස්හි,LOCATION
25,කුමරු,OTHER
25,වන,OTHER
25,විලියම්ගේ,PERSON
25,හා,OTHER
25,තුන්වන,OTHER
25,චාල්ස්,OTHER
25,රජුගේ,OTHER
25,මාළිගය,OTHER
25,විසින්,OTHER
25,ගෙන,OTHER
25,ඇති,OTHER
25,බව,OTHER
25,පෙනෙන්නට,OTHER
25,තිබේ.,OTHER
26,කෙසේ,OTHER
26,වෙතත්,OTHER
26,මේ,OTHER
26,අතර,OTHER
26,ITV,OTHER
26,සමග,OTHER
26,සිදුකළ,OTHER
26,සම්මුඛ,OTHER
26,සාකච්ඡාවක,OTHER
26,පුර්ව,OTHER
26,ප්‍රචාරක,OTHER
26,පටයක,OTHER
26,දර්ශන,OTHER
26,"වල,",OTHER
26,මැයි,OTHER
26,මාසයේ,OTHER
26,දී,OTHER
26,පැවැත්වෙන,OTHER
26,රජුගේ,OTHER
26,රාජාභිෂේකයට,OTHER
26,සහභාගීවීමට,OTHER
26,පොරොන්දුවීම,OTHER
26,හැරී,PERSON
26,ප්‍රතික්ෂේප,OTHER
26,කර,OTHER
26,ඇති,OTHER
26,බව,OTHER
26,දක්නට,OTHER
26,ලැබුණි.,OTHER
27,"""අදත්,",OTHER
27,ඒ,OTHER
27,දවස,OTHER
27,අතරත්,OTHER
27,බොහෝ,OTHER
27,දේවල්,OTHER
27,සිද්ධ,OTHER
27,වෙන්න,OTHER
27,පුළුවන්,OTHER
27,"""",OTHER
27,පවසන,OTHER
27,"ඔහු,",OTHER
27,"""බෝලය",OTHER
27,තියෙන්නේ,OTHER
27,[රාජකීය,OTHER
27,පවුලේ],OTHER
27,"පිටියේ""",OTHER
27,යි,OTHER
27,එහිදී,OTHER
27,පවසයි.,OTHER
28,Netflixහි,ORGANIZATION
28,හැරී,PERSON
28,සහ,OTHER
28,මේගන්:,OTHER
28,'මම,OTHER
28,මගේ,OTHER
28,බිරිඳ,OTHER
28,එක්ක,OTHER
28,එකතුවෙන්න,OTHER
28,හැමදේම,OTHER
28,කැප,OTHER
28,කළා',OTHER
29,'ඒක,OTHER
29,කැත,OTHER
29,"සෙල්ලමක්,'",OTHER
29,හැරී,PERSON
29,කුමරු,OTHER
29,නව,OTHER
29,Netflix,ORGANIZATION
29,පූර්ව,OTHER
29,ප්‍රචාරක,OTHER
29,පටයේ,OTHER
29,පවසයි,OTHER
30,හැරීගේ,PERSON
30,මතක,OTHER
30,සටහන්,OTHER
30,සහිත,OTHER
30,මෙම,OTHER
30,ග්‍රන්ථය,OTHER
30,මීළඟ,OTHER
30,අඟහරුවාදා,DATE
30,(ජන.,OTHER
30,10),OTHER
30,තෙක්,OTHER
30,ප්‍රකාශයට,OTHER
30,පත්වීමට,OTHER
30,නියමිත,OTHER
30,අතර,OTHER
30,කෘතිය,OTHER
30,නිකුත්,OTHER
30,වීමට,OTHER
30,පෙර,OTHER
30,පැවතී,OTHER
30,දැඩි,OTHER
30,ආරක්ෂක,OTHER
30,ක්‍රියාමාර්ග,OTHER
30,මධ්‍යයේ,OTHER
30,පවා,OTHER
30,තමන්,OTHER
30,පිටපතක්,OTHER
30,එය,OTHER
30,ලබාගැනීමට,OTHER
30,සමත්වූබව,OTHER
30,ගාඩියන්,OTHER
30,පුවත්පත,OTHER
30,පවසයි.,OTHER
31,හැරීගේ,PERSON
31,මතක,OTHER
31,සටහන්,OTHER
31,සහිත,OTHER
31,මෙම,OTHER
31,ග්‍රන්ථය,OTHER
31,මීළඟ,OTHER
31,අඟහරුවාදා,DATE
31,(ජන.,OTHER
31,10),OTHER
31,තෙක්,OTHER
31,ප්‍රකාශයට,OTHER
31,පත්වීමට,OTHER
31,නියමිත,OTHER
31,අතර,OTHER
31,කෘතිය,OTHER
31,නිකුත්,OTHER
31,වීමට,OTHER
31,පෙර,OTHER
31,පැවතී,OTHER
31,දැඩි,OTHER
31,ආරක්ෂක,OTHER
31,ක්‍රියාමාර්ග,OTHER
31,මධ්‍යයේ,OTHER
31,පවා,OTHER
31,තමන්,OTHER
31,පිටපතක්,OTHER
31,එය,OTHER
31,ලබාගැනීමට,OTHER
31,සමත්වූබව,OTHER
31,ගාඩියන්,OTHER
31,පුවත්පත,OTHER
31,පවසයි.,OTHER
32,BBC,OTHER
32,ප්‍රවෘත්ති,OTHER
32,සේවය,OTHER
32,තවමත්,OTHER
32,'ස්පෙයා',OTHER
32,කෘතියේ,OTHER
32,පිටපතක්,OTHER
32,දැක,OTHER
32,නැත.,OTHER
33,කෙසේ,OTHER
33,"වෙතත්,",OTHER
33,මෙම,OTHER
33,ග්‍රන්ථය,OTHER
33,එහි,OTHER
33,අපේක්ෂිත,OTHER
33,ප්‍රකාශන,OTHER
33,දිනයට,OTHER
33,දින,OTHER
33,පහකට,OTHER
33,පෙර,OTHER
33,පෙර,OTHER
33,ස්පාඤ්ඤයේ,LOCATION
33,විකිණීමට,OTHER
33,තිබුණි,OTHER
33,-,OTHER
33,එය,OTHER
33,'එන්,OTHER
33,ලා,OTHER
33,"සොම්බ්‍රා',",OTHER
33,එනම්,OTHER
33,"""සෙවණැලි",OTHER
33,"අතර""",OTHER
33,ලෙස,OTHER
33,පරිවර්තනයට,OTHER
33,ලක්ව,OTHER
33,තිබුණි.,OTHER
34,එක්සත්,OTHER
34,රාජධානියේ,OTHER
34,පොත්,OTHER
34,සාප්පු,OTHER
34,පවසා,OTHER
34,"සිටින්නේ,",OTHER
34,මෙම,OTHER
34,ස්වයංචරිතාපදානය,OTHER
34,නිසි,OTHER
34,දිනට,OTHER
34,කලින්,OTHER
34,ප්‍රකාශයට,OTHER
34,පත්,OTHER
34,නොකරන,OTHER
34,බවට,OTHER
34,සැලකිලිමත්වන්නැ'යි,OTHER
34,දැඩි,OTHER
34,නීති,OTHER
34,පැනවී,OTHER
34,ඇති,OTHER
34,බවකි.,OTHER
35,ගාඩියන්,OTHER
35,පුවත්පතට,OTHER
35,"අනුව,",OTHER
35,2019,OTHER
35,වසරේදී,OTHER
35,විලියම්,PERSON
35,හැරීගේ,PERSON
35,ලන්ඩන්,LOCATION
35,නිවසේ,OTHER
35,දී,OTHER
35,හැරීට,PERSON
35,පැවසූ,OTHER
35,ඇතැම්,OTHER
35,කරුණු,OTHER
35,හේතූවෙන්,OTHER
35,මෙම,OTHER
35,ආරවුල,OTHER
35,ඇතිවී,OTHER
35,තිබෙන,OTHER
35,බව,OTHER
35,කියවේ.,OTHER
36,තමා,OTHER
36,හා,OTHER
36,මෙගන්,OTHER
36,මාක්ල්ගේ,OTHER
36,විවාහය,OTHER
36,තම,OTHER
36,සොයුරා,OTHER
36,විවේචනය,OTHER
36,"කළබවත්,",OTHER
36,විලියම්,PERSON
36,ඇය,OTHER
36,"""[ආශ්‍රය",OTHER
36,කිරීමට],OTHER
36,"දුෂ්කර"",",OTHER
36,"""අවිනීත"",",OTHER
36,හා,OTHER
36,"""රළු""",OTHER
36,තැනැත්තියක,OTHER
36,ලෙස,OTHER
36,හැඳින්වූබවත්,OTHER
36,හැරී,OTHER
36,මෙම,OTHER
36,කෘතියේ,OTHER
36,ලියා,OTHER
36,තිබෙන,OTHER
36,බව,OTHER
36,පුවත්පත,OTHER
36,පවසයි.,OTHER
37,මෙම,OTHER
37,ආරවුල,OTHER
37,උත්සන්නවීමත්,OTHER
37,"සමග,",OTHER
37,ඔහුගේ,OTHER
37,සහෝදරයා,OTHER
37,"""පුවත්පත්වල",OTHER
37,පළ,OTHER
37,කෙරෙන,OTHER
37,විස්තරයන්,OTHER
37,ගිරවෙකු,OTHER
37,මෙන්,OTHER
37,කියවන්නට,OTHER
37,"පටත්ගත්බව""",OTHER
37,ඔහු,OTHER
37,ලියා,OTHER
37,ඇතැ,OTHER
37,යි,OTHER
37,වාර්තා,OTHER
37,වේ.,OTHER
37,ඉන්පසුව,OTHER
37,ඔහුට,OTHER
37,සිදුවූ,OTHER
37,කායික,OTHER
37,පහරදීමක්,OTHER
37,ඇතුළු,OTHER
37,අනෙකුත්,OTHER
37,සිදුවීම්,OTHER
37,මෙහි,OTHER
37,හැරී,OTHER
37,විස්තර,OTHER
37,කරන,OTHER
37,බව,OTHER
37,පැවසෙයි.,OTHER
38,"""ඔහු",OTHER
38,වතුර,OTHER
38,[වීදුරුව],OTHER
38,"තබා,",OTHER
38,මට,OTHER
38,[අවිනීත],OTHER
38,නමකින්,OTHER
38,"අඬගැහුවා,",OTHER
38,මම,OTHER
38,හිටිය,OTHER
38,තැනට,OTHER
38,[පහරදෙන්නට],OTHER
38,ආවා.,OTHER
38,ඒක,OTHER
38,ඉතා,OTHER
38,ඉක්මනින්,OTHER
38,සිද්ධ,OTHER
38,වුණා.,OTHER
38,හරිම,OTHER
38,"ඉක්මණින්.""",OTHER
39,"""ඔහු",OTHER
39,මගේ,OTHER
39,කමිස,OTHER
39,කොලරයෙන්,OTHER
39,"අල්ලගෙන,",OTHER
39,මාගේ,OTHER
39,බෙල්ලේ,OTHER
39,පළඳනාව,OTHER
39,ඉරා,OTHER
39,"දමලා,",OTHER
39,මට,OTHER
39,බිම,OTHER
39,වැටෙන,OTHER
39,විදියට,OTHER
39,"පහරදුන්නා.""",OTHER
40,"""මම",OTHER
40,බල්ලන්ගේ,OTHER
40,කෑම,OTHER
40,පිගන්,OTHER
40,උඩට,OTHER
40,"වැටුණා,",OTHER
40,මගේ,OTHER
40,ඇඟට,OTHER
40,යටවෙච්ච,OTHER
40,කෑම,OTHER
40,පිගන්,OTHER
40,"බිඳීලා,",OTHER
40,ඒකේ,OTHER
40,කෑලි,OTHER
40,වලින්,OTHER
40,මට,OTHER
40,තුවාල,OTHER
40,වුණා.,OTHER
40,මම,OTHER
40,මොකක්,OTHER
40,ද,OTHER
40,උනේ,OTHER
40,කියලා,OTHER
40,තේරුම්,OTHER
40,ගන්න,OTHER
40,එහෙමම,OTHER
40,හිටියා.,OTHER
40,ඊටපස්සේ,OTHER
40,"නැගිටලා,",OTHER
40,ගෙදරින්,OTHER
40,එළියට,OTHER
40,බහින්න,OTHER
40,කියලා,OTHER
40,එයාට,OTHER
40,"කිව්වා.""",OTHER
41,විලියම්,PERSON
41,පිටවගිය,OTHER
41,"නමුත්,",OTHER
41,"""පසුතැවිලි",OTHER
41,වන,OTHER
41,"පෙනුමකින්""",OTHER
41,ආපිට,OTHER
41,පැමිණ,OTHER
41,"""සමාව",OTHER
41,ඇයද,OTHER
41,"""",OTHER
41,සිටි,OTHER
41,බව,OTHER
41,හැරී,PERSON
41,එහි,OTHER
41,ලියා,OTHER
41,තිබූ,OTHER
41,බව,OTHER
41,ගාඩියන්,OTHER
41,පුවත්පත,OTHER
41,පවසයි.,OTHER
42,විලියම්,PERSON
42,නැවත,OTHER
42,පිටවයද්දී,OTHER
42,"""ආපසු",OTHER
42,හැරීලා,OTHER
42,බළලා,OTHER
42,මෙහෙම,OTHER
42,කිව්වා:,OTHER
42,'මේක,OTHER
42,මෙග්ට,OTHER
42,කියන්න,OTHER
42,ඕනේ,OTHER
42,නෑ,OTHER
42,"""යි",OTHER
42,හැරී,PERSON
42,ලියා,OTHER
42,ඇති,OTHER
42,බවද,OTHER
42,එහි,OTHER
42,කියවේ.,OTHER
43,"""'ඔයා",OTHER
43,කියන්නේ,OTHER
43,ඔයා,OTHER
43,මට,OTHER
43,ගහපු,OTHER
43,එක,OTHER
43,ද?',OTHER
44,"""'මම",OTHER
44,ඔයාට,OTHER
44,ගැහුවේ,OTHER
44,"නෑ,",OTHER
44,"හැරල්ඩ්,""",OTHER
44,විලියම්,PERSON
44,එසේ,OTHER
44,පිළිතුරු,OTHER
44,දුන්බව,OTHER
44,ද,OTHER
44,එහි,OTHER
44,සඳහන්,OTHER
44,කොට,OTHER
44,තිබේ.,OTHER
45,හැරීගේ,PERSON
45,නාමය,OTHER
45,'හැරල්ඩ්',OTHER
45,යන,OTHER
45,නම,OTHER
45,කෙටිකර,OTHER
45,සෑදුවක්,OTHER
45,නොවුණත්,OTHER
45,-,OTHER
45,ඔහුගේ,OTHER
45,සැබෑ,OTHER
45,සම්පූර්ණ,OTHER
45,නම,OTHER
45,හෙන්රි,OTHER
45,චාල්ස්,OTHER
45,ඇල්බර්ට්,OTHER
45,ඩේවිඩ්,OTHER
45,ය.,OTHER
46,2019,OTHER
46,සැප්තැම්බර්,OTHER
46,තරම්,OTHER
46,මෑතක,OTHER
46,දී,OTHER
46,ඉන්වික්ටස්,OTHER
46,ගේම්ස්,OTHER
46,වැනි,OTHER
46,ඉසව්වල,OTHER
46,දී,OTHER
46,සහ,OTHER
46,මෙගන්,PERSON
46,සමග,OTHER
46,විදේශ,OTHER
46,සංචාරවල,OTHER
46,යෙදෙද්දී,OTHER
46,හැරී,PERSON
46,නිතර,OTHER
46,අඳුරු,OTHER
46,පැහැ,OTHER
46,ගෙල,OTHER
46,පළඳනාවක්,OTHER
46,පැළඳ,OTHER
46,සිටිබව,OTHER
46,ඡායාරූපවලින්,OTHER
46,පෙනෙයි.,OTHER
47,මේ,OTHER
47,හෙළිදරව්,OTHER
47,කිරීම්,OTHER
47,මඟින්,OTHER
47,රාජාණ්ඩුව,OTHER
47,කේන්ද්‍රයේ,OTHER
47,ඇතිව,OTHER
47,"තිබෙන,",OTHER
47,සංහිඳියාවේ,OTHER
47,කිසිදු,OTHER
47,සලකුණක්,OTHER
47,නැති,OTHER
47,පවුල්,OTHER
47,ගැටුමක,OTHER
47,අඳුරු,OTHER
47,හැඟීමක්,OTHER
47,ඇති,OTHER
47,කර,OTHER
47,තිබේ.,OTHER
48,මෙය,OTHER
48,සංහිඳියාවට,OTHER
48,වඩා,OTHER
48,දරුණු,OTHER
48,දික්කසාදයක්,OTHER
48,ඇති,OTHER
48,කළ,OTHER
48,හැකි,OTHER
48,භූමියකි.,OTHER
49,මෙම,OTHER
49,මතක,OTHER
49,සටහනේම,OTHER
49,වෙනත්,OTHER
49,තැනක,OTHER
49,"දී,",OTHER
49,2005,OTHER
49,වසරේ,OTHER
49,විකට,OTHER
